Drug1	Drug2
DB00563	DB00445
DB00563	DB00620
DB00563	DB00564
DB00563	DB01217
DB00563	DB00115
DB00563	DB00959
DB00563	DB00763
DB00563	DB00209
DB00563	DB00873
DB00563	DB01050
DB00563	DB00277
DB00563	DB01060
DB00563	DB00465
DB00563	DB00625
DB00563	DB01210
DB00563	DB00242
DB00563	DB00351
DB00563	DB00712
DB00563	DB00960
DB00563	DB01215
DB00563	DB01167
DB00563	DB00727
DB00563	DB00402
DB00563	DB01118
DB00563	DB00784
DB00563	DB00319
DB00563	DB00393
DB00563	DB00425
DB00563	DB01202
DB00563	DB00869
DB00563	DB00745
DB00563	DB00303
DB00563	DB01020
DB00563	DB00947
DB00563	DB00545
DB00563	DB01181
DB00563	DB00951
DB00563	DB00407
DB00563	DB01229
DB00563	DB01045
DB00563	DB01222
DB00563	DB00284
DB00563	DB00199
DB00563	DB00619
DB00563	DB00162
DB00563	DB00281
DB00563	DB00330
DB00563	DB01211
DB00563	DB00315
DB00563	DB00401
DB00563	DB00557
DB00563	DB00603
DB00563	DB00790
DB00563	DB00214
DB00563	DB01005
DB00563	DB00207
DB00563	DB00909
DB00563	DB00570
DB00563	DB00773
DB00563	DB00535
DB00563	DB00734
DB00563	DB00806
DB00563	DB01173
DB00563	DB00544
DB00563	DB00461
DB00563	DB01260
DB00563	DB00279
DB00563	DB00313
DB00563	DB00541
DB00563	DB00608
DB00563	DB00887
DB00563	DB01095
DB00563	DB01112
DB00563	DB01136
DB00563	DB00443
DB00563	DB00310
DB00563	DB00550
DB00563	DB00438
DB00563	DB01044
DB00563	DB01595
DB00563	DB00813
DB00563	DB00549
DB00563	DB00484
DB00563	DB00376
DB00563	DB00482
DB00563	DB00481
DB00563	DB01079
DB00563	DB00567
DB00563	DB00333
DB00563	DB00749
DB00563	DB00804
DB00563	DB01062
DB00563	DB00669
DB00563	DB00874
DB00563	DB01242
DB00563	DB01241
DB00563	DB00881
DB00563	DB00186
DB00563	DB04441
DB00563	DB00184
DB00563	DB00490
DB00563	DB00675
DB00563	DB00843
DB00563	DB00524
DB00563	DB00305
DB00563	DB00332
DB00563	DB00989
DB00563	DB00334
DB00563	DB00912
DB00563	DB01069
DB00563	DB00175
DB00563	DB00973
DB00563	DB00395
DB00563	DB01110
DB00563	DB00503
DB00563	DB01232
DB00563	DB00158
DB00563	DB01132
DB00563	DB00938
DB00563	DB00448
DB00563	DB00622
DB00563	DB01097
DB00563	DB00496
DB00563	DB01068
DB00563	DB00796
DB00563	DB01008
DB00563	DB01043
DB00563	DB00795
DB00563	DB00136
DB00563	DB00966
DB00563	DB00399
DB00563	DB00331
DB00563	DB00423
DB00563	DB06151
DB00563	DB00950
DB00563	DB00605
DB00563	DB01104
DB00563	DB00758
DB00563	DB00390
DB00563	DB00177
DB00563	DB00320
DB00563	DB01023
DB00563	DB01039
DB00563	DB00722
DB00563	DB00958
DB00563	DB00776
DB00563	DB00328
DB00563	DB00897
DB00563	DB00668
DB00563	DB00264
DB00563	DB00753
DB00563	DB01001
DB00563	DB00396
DB00563	DB01142
DB00563	DB00404
DB00563	DB00717
DB00563	DB01072
DB00563	DB00446
DB00563	DB01022
DB00563	DB00641
DB00563	DB00650
DB00563	DB00215
DB00563	DB01105
DB00563	DB00972
DB00563	DB01611
DB00563	DB00468
DB00563	DB00783
DB00563	DB00584
DB00563	DB00715
DB00563	DB00695
DB00563	DB00316
DB00563	DB01101
DB00563	DB01006
DB00563	DB01190
DB00563	DB00370
DB00563	DB01589
DB00563	DB00227
DB00563	DB00225
DB00563	DB00575
DB00563	DB00794
DB00563	DB00737
DB00563	DB00257
DB00563	DB01219
DB00563	DB00877
DB00563	DB01126
DB00563	DB00513
DB00563	DB00678
DB00563	DB00904
DB00563	DB00859
DB00563	DB01067
DB00563	DB01041
DB00563	DB01029
DB00563	DB01238
DB00563	DB00367
DB00563	DB00339
DB00563	DB00656
DB00563	DB01117
DB00563	DB01188
DB00563	DB00421
DB00563	DB00930
DB00563	DB00451
DB00563	DB00684
DB00563	DB00470
DB00563	DB00178
DB00563	DB00857
DB00563	DB01254
DB00563	DB01016
DB00563	DB00918
DB00563	DB00863
DB00563	DB00987
DB00563	DB00188
DB00563	DB00523
DB00563	DB01216
DB00563	DB00501
DB00563	DB00433
DB00563	DB00273
DB01036	DB00945
DB01036	DB00526
DB01036	DB00458
DB01036	DB00996
DB01036	DB00454
DB01036	DB00213
DB01036	DB00492
DB01036	DB01212
DB01036	DB00398
DB01036	DB00697
DB01036	DB00853
DB01036	DB01413
DB01036	DB00440
DB01036	DB00181
DB01036	DB01195
DB01036	DB01033
DB01036	DB00582
DB01036	DB00268
DB01036	DB01193
DB01036	DB01204
DB01036	DB01248
DB01036	DB00555
DB01036	DB00862
DB01036	DB00990
DB01036	DB00542
DB01036	DB01197
DB01036	DB00953
DB01036	DB01115
DB01036	DB00341
DB01036	DB00394
DB01036	DB00571
DB01036	DB00530
DB01036	DB00635
DB01036	DB00275
DB01036	DB00681
DB01036	DB00455
DB01036	DB01009
DB01036	DB00710
DB01036	DB01224
DB01036	DB00346
DB01036	DB00601
DB01036	DB00924
DB01036	DB00540
DB01036	DB00218
DB01036	DB00559
DB01036	DB00975
DB01036	DB00472
DB01036	DB00321
DB01036	DB00413
DB01036	DB00244
DB01036	DB01233
DB01036	DB00295
DB01036	DB01137
DB01036	DB00182
DB01036	DB00642
DB01036	DB00999
DB01036	DB00577
DB01036	DB00586
DB01036	DB00580
DB01036	DB00426
DB01036	DB01327
DB01036	DB00335
DB01036	DB00967
DB01036	DB00363
DB01036	DB00531
DB01036	DB00864
DB01036	DB00343
DB01036	DB01162
DB01036	DB00350
DB01036	DB00661
DB01036	DB00630
DB01036	DB00787
DB01036	DB00512
DB01036	DB00422
DB01036	DB00598
DB01036	DB00222
DB01036	DB06700
DB01036	DB01032
DB01036	DB00836
DB01036	DB00624
DB01036	DB00153
DB01036	DB00231
DB01036	DB00373
DB01036	DB00860
DB01036	DB00585
DB01036	DB00563
DB01036	DB01203
DB01036	DB01291
DB01036	DB01076
DB01036	DB00361
DB01036	DB00381
DB01036	DB00808
DB01036	DB00590
DB01036	DB00203
DB01036	DB00252
DB01036	DB00338
DB01036	DB00627
DB01036	DB00927
DB01036	DB00962
DB01036	DB00270
DB01036	DB00698
DB01036	DB01129
DB01036	DB00327
DB01036	DB00820
DB01036	DB00285
DB01036	DB00762
DB01036	DB01273
DB01036	DB00850
DB01036	DB00654
DB01036	DB00916
DB01036	DB00537
DB01036	DB01149
DB01036	DB00741
DB01036	DB00621
DB01036	DB00829
DB01036	DB00533
DB01036	DB00883
DB01036	DB00193
DB01036	DB01156
DB01036	DB01586
DB01036	DB00884
DB01036	DB00842
DB01036	DB00230
DB01036	DB00208
DB01036	DB00497
DB01036	DB00811
DB01036	DB00991
DB01036	DB01085
DB01036	DB00489
DB01036	DB01083
DB01036	DB00196
DB01036	DB00445
DB01036	DB00620
DB01036	DB00740
DB01036	DB00564
DB01036	DB01217
DB01036	DB00115
DB01036	DB00959
DB01036	DB00763
DB01036	DB00209
DB01036	DB01050
DB01036	DB00277
DB01036	DB01060
DB01036	DB00465
DB01036	DB00351
DB01036	DB01215
DB01036	DB01167
DB01036	DB00727
DB01036	DB00402
DB01036	DB01118
DB01036	DB00425
DB01036	DB01128
DB01036	DB01202
DB01036	DB00869
DB01036	DB01186
DB01036	DB00745
DB01036	DB01020
DB01036	DB00545
DB01036	DB00407
DB01036	DB01229
DB01036	DB01222
DB01036	DB00199
DB01036	DB00619
DB01036	DB00281
DB01036	DB01211
DB01036	DB00315
DB01036	DB00401
DB01036	DB00557
DB01036	DB00603
DB01036	DB00790
DB01036	DB00214
DB01036	DB00480
DB01036	DB01005
DB01036	DB00207
DB01036	DB00909
DB01036	DB00773
DB01036	DB00734
DB01036	DB01173
DB01036	DB00544
DB01036	DB00461
DB01036	DB00279
DB01036	DB00313
DB01036	DB00887
DB01036	DB01095
DB01036	DB01112
DB01036	DB01136
DB01036	DB00443
DB01036	DB00310
DB01036	DB01044
DB01036	DB00983
DB01036	DB00813
DB01036	DB00549
DB01036	DB00484
DB01036	DB00376
DB01036	DB00482
DB01036	DB00481
DB01036	DB01079
DB01036	DB00567
DB01036	DB00749
DB01036	DB00804
DB01036	DB01062
DB01036	DB00669
DB01036	DB00874
DB01036	DB01241
DB01036	DB00881
DB01036	DB00186
DB01036	DB00184
DB01036	DB00490
DB01036	DB00675
DB01036	DB00843
DB01036	DB00524
DB01036	DB00332
DB01036	DB00989
DB01036	DB00334
DB01036	DB00912
DB01036	DB01069
DB01036	DB00175
DB01036	DB00973
DB01036	DB00395
DB01036	DB00494
DB01036	DB00503
DB01036	DB00158
DB01036	DB00502
DB01036	DB01132
DB01036	DB00938
DB01036	DB00448
DB01036	DB01097
DB01036	DB00496
DB01036	DB01068
DB01036	DB00796
DB01036	DB01043
DB01036	DB00795
DB01036	DB00136
DB01036	DB00966
DB01036	DB00399
DB01036	DB00331
DB01036	DB00423
DB01036	DB00950
DB01036	DB00605
DB01036	DB00191
DB01036	DB01104
DB01036	DB00758
DB01036	DB00390
DB01036	DB00177
DB01036	DB01023
DB01036	DB01039
DB01036	DB00722
DB01036	DB00958
DB01036	DB00915
DB01036	DB00776
DB01036	DB00328
DB01036	DB05271
DB01036	DB00897
DB01036	DB00264
DB01036	DB01001
DB01036	DB00396
DB01036	DB01142
DB01036	DB00404
DB01036	DB00641
DB01036	DB00650
DB01036	DB00215
DB01036	DB01105
DB01036	DB00216
DB01036	DB00972
DB01036	DB01611
DB01036	DB00468
DB01036	DB00783
DB01036	DB00584
DB01036	DB00715
DB01036	DB00695
DB01036	DB00316
DB01036	DB01101
DB01036	DB01006
DB01036	DB01190
DB01036	DB01367
DB01036	DB00370
DB01036	DB00227
DB01036	DB00575
DB01036	DB01609
DB01036	DB00794
DB01036	DB00737
DB01036	DB00257
DB01036	DB01219
DB01036	DB01126
DB01036	DB00317
DB01036	DB00678
DB01036	DB00904
DB01036	DB01067
DB01036	DB01041
DB01036	DB01029
DB01036	DB01238
DB01036	DB00367
DB01036	DB00656
DB01036	DB00421
DB01036	DB00930
DB01036	DB00451
DB01036	DB00178
DB01036	DB00857
DB01036	DB01254
DB01036	DB01016
DB01036	DB00863
DB01036	DB00987
DB01036	DB00188
DB01036	DB01216
DB01036	DB00433
DB01036	DB00273
DB01048	DB00945
DB01048	DB00996
DB01048	DB00213
DB01048	DB00709
DB01048	DB00718
DB01048	DB00440
DB01048	DB00250
DB01048	DB01004
DB01048	DB00582
DB01048	DB01193
DB01048	DB00555
DB01048	DB01115
DB01048	DB00341
DB01048	DB00920
DB01048	DB00394
DB01048	DB00571
DB01048	DB00635
DB01048	DB00681
DB01048	DB00455
DB01048	DB01224
DB01048	DB00924
DB01048	DB00540
DB01048	DB00218
DB01048	DB00559
DB01048	DB00248
DB01048	DB00472
DB01048	DB00321
DB01048	DB01233
DB01048	DB00295
DB01048	DB01137
DB01048	DB00999
DB01048	DB00529
DB01048	DB00577
DB01048	DB00586
DB01048	DB00224
DB01048	DB00798
DB01048	DB00426
DB01048	DB00649
DB01048	DB00879
DB01048	DB00335
DB01048	DB00701
DB01048	DB00864
DB01048	DB00343
DB01048	DB00630
DB01048	DB00787
DB01048	DB00512
DB01048	DB00422
DB01048	DB00222
DB01048	DB01032
DB01048	DB00836
DB01048	DB00624
DB01048	DB00231
DB01048	DB00373
DB01048	DB00860
DB01048	DB00704
DB01048	DB01076
DB01048	DB00381
DB01048	DB00203
DB01048	DB00252
DB01048	DB00338
DB01048	DB00921
DB01048	DB00627
DB01048	DB00927
DB01048	DB01059
DB01048	DB01129
DB01048	DB00724
DB01048	DB00359
DB01048	DB00285
DB01048	DB00916
DB01048	DB00537
DB01048	DB00741
DB01048	DB00658
DB01048	DB00621
DB01048	DB00829
DB01048	DB00533
DB01048	DB00205
DB01048	DB01156
DB01048	DB01586
DB01048	DB01263
DB01048	DB00230
DB01048	DB00497
DB01048	DB00811
DB01048	DB02379
DB01048	DB00196
DB01048	DB00445
DB01048	DB00564
DB01048	DB01050
DB01048	DB01060
DB01048	DB00625
DB01048	DB01215
DB01048	DB01167
DB01048	DB00727
DB01048	DB00784
DB01048	DB00425
DB01048	DB01202
DB01048	DB00951
DB01048	DB00407
DB01048	DB01045
DB01048	DB01222
DB01048	DB00162
DB01048	DB00330
DB01048	DB01211
DB01048	DB00220
DB01048	DB01610
DB01048	DB00557
DB01048	DB01005
DB01048	DB00207
DB01048	DB00909
DB01048	DB00900
DB01048	DB00734
DB01048	DB00238
DB01048	DB00313
DB01048	DB01136
DB01048	DB00443
DB01048	DB01595
DB01048	DB00813
DB01048	DB00482
DB01048	DB00567
DB01048	DB01062
DB01048	DB01241
DB01048	DB00881
DB01048	DB00186
DB01048	DB00332
DB01048	DB00334
DB01048	DB01069
DB01048	DB00175
DB01048	DB00973
DB01048	DB00503
DB01048	DB01232
DB01048	DB00158
DB01048	DB00502
DB01048	DB01132
DB01048	DB00448
DB01048	DB01068
DB01048	DB00796
DB01048	DB00495
DB01048	DB00795
DB01048	DB00331
DB01048	DB00950
DB01048	DB01104
DB01048	DB00758
DB01048	DB00390
DB01048	DB00177
DB01048	DB01039
DB01048	DB00722
DB01048	DB00328
DB01048	DB00897
DB01048	DB00264
DB01048	DB01001
DB01048	DB01142
DB01048	DB00404
DB01048	DB01072
DB01048	DB00650
DB01048	DB00215
DB01048	DB00584
DB01048	DB00715
DB01048	DB00695
DB01048	DB00316
DB01048	DB01190
DB01048	DB00370
DB01048	DB00678
DB01048	DB00904
DB01048	DB01067
DB01048	DB00339
DB01048	DB01117
DB01048	DB00421
DB01048	DB01264
DB01048	DB00451
DB01048	DB00470
DB01048	DB00178
DB01048	DB01016
DB01048	DB00863
DB01048	DB00433
DB01416	DB00945
DB01416	DB00213
DB01416	DB01212
DB01416	DB01248
DB01416	DB00341
DB01416	DB00571
DB01416	DB00635
DB01416	DB00455
DB01416	DB01224
DB01416	DB00601
DB01416	DB00218
DB01416	DB01233
DB01416	DB00295
DB01416	DB01137
DB01416	DB00577
DB01416	DB00586
DB01416	DB01327
DB01416	DB00787
DB01416	DB00836
DB01416	DB00860
DB01416	DB00563
DB01416	DB00381
DB01416	DB00338
DB01416	DB00927
DB01416	DB01129
DB01416	DB00762
DB01416	DB00916
DB01416	DB00537
DB01416	DB01149
DB01416	DB00829
DB01416	DB00533
DB01416	DB00198
DB01416	DB00747
DB01416	DB00196
DB01416	DB00564
DB01416	DB00115
DB01416	DB00959
DB01416	DB01050
DB01416	DB00727
DB01416	DB00319
DB01416	DB00425
DB01416	DB00407
DB01416	DB01222
DB01416	DB00284
DB01416	DB00281
DB01416	DB01211
DB01416	DB00557
DB01416	DB00734
DB01416	DB01112
DB01416	DB01136
DB01416	DB00443
DB01416	DB01044
DB01416	DB00813
DB01416	DB00567
DB01416	DB00186
DB01416	DB00843
DB01416	DB00332
DB01416	DB01069
DB01416	DB00175
DB01416	DB00938
DB01416	DB00448
DB01416	DB01097
DB01416	DB01068
DB01416	DB00136
DB01416	DB06151
DB01416	DB00950
DB01416	DB00758
DB01416	DB00390
DB01416	DB00177
DB01416	DB00722
DB01416	DB00264
DB01416	DB01001
DB01416	DB00396
DB01416	DB00641
DB01416	DB00215
DB01416	DB00783
DB01416	DB00695
DB01416	DB00316
DB01416	DB00370
DB01416	DB00737
DB01416	DB00257
DB01416	DB00678
DB01416	DB00904
DB01416	DB01041
DB01416	DB00451
DB01416	DB00178
DB01416	DB00987
DB01416	DB00433
DB01203	DB00945
DB01203	DB00996
DB01203	DB00213
DB01203	DB01212
DB01203	DB00398
DB01203	DB00697
DB01203	DB00181
DB01203	DB01195
DB01203	DB00268
DB01203	DB00555
DB01203	DB01236
DB01203	DB01197
DB01203	DB00953
DB01203	DB01115
DB01203	DB00341
DB01203	DB00243
DB01203	DB00635
DB01203	DB00275
DB01203	DB00659
DB01203	DB00455
DB01203	DB01009
DB01203	DB00710
DB01203	DB01224
DB01203	DB00924
DB01203	DB00540
DB01203	DB00218
DB01203	DB00559
DB01203	DB00248
DB01203	DB00472
DB01203	DB00321
DB01203	DB00413
DB01203	DB00244
DB01203	DB01233
DB01203	DB00295
DB01203	DB01137
DB01203	DB00999
DB01203	DB00742
DB01203	DB00586
DB01203	DB00580
DB01203	DB01327
DB01203	DB00967
DB01203	DB00363
DB01203	DB00864
DB01203	DB00343
DB01203	DB01162
DB01203	DB00350
DB01203	DB00661
DB01203	DB00630
DB01203	DB00787
DB01203	DB00512
DB01203	DB00422
DB01203	DB00222
DB01203	DB00836
DB01203	DB00624
DB01203	DB00153
DB01203	DB00231
DB01203	DB00860
DB01203	DB00563
DB01203	DB01036
DB01203	DB01076
DB01203	DB00381
DB01203	DB00590
DB01203	DB00203
DB01203	DB00252
DB01203	DB00338
DB01203	DB00627
DB01203	DB01240
DB01203	DB00927
DB01203	DB00270
DB01203	DB01129
DB01203	DB00327
DB01203	DB00285
DB01203	DB01273
DB01203	DB00654
DB01203	DB00916
DB01203	DB00537
DB01203	DB00658
DB01203	DB00829
DB01203	DB00533
DB01203	DB00883
DB01203	DB00193
DB01203	DB01156
DB01203	DB00818
DB01203	DB01586
DB01203	DB00884
DB01203	DB00842
DB01203	DB00230
DB01203	DB00497
DB01203	DB00811
DB01203	DB00196
DB01203	DB00620
DB01203	DB00564
DB01203	DB00115
DB01203	DB00959
DB01203	DB01050
DB01203	DB01060
DB01203	DB00465
DB01203	DB00727
DB01203	DB00402
DB01203	DB01118
DB01203	DB00425
DB01203	DB01202
DB01203	DB00745
DB01203	DB01020
DB01203	DB00407
DB01203	DB01229
DB01203	DB01222
DB01203	DB00284
DB01203	DB00199
DB01203	DB00281
DB01203	DB00315
DB01203	DB00557
DB01203	DB00603
DB01203	DB00207
DB01203	DB00734
DB01203	DB00806
DB01203	DB00461
DB01203	DB00279
DB01203	DB00313
DB01203	DB00887
DB01203	DB01112
DB01203	DB01136
DB01203	DB00443
DB01203	DB01150
DB01203	DB00813
DB01203	DB00482
DB01203	DB00481
DB01203	DB01079
DB01203	DB00567
DB01203	DB00749
DB01203	DB01062
DB01203	DB00669
DB01203	DB00998
DB01203	DB01241
DB01203	DB00881
DB01203	DB00186
DB01203	DB00490
DB01203	DB00843
DB01203	DB00524
DB01203	DB00332
DB01203	DB00334
DB01203	DB00912
DB01203	DB01069
DB01203	DB00175
DB01203	DB00973
DB01203	DB00395
DB01203	DB00158
DB01203	DB01132
DB01203	DB00448
DB01203	DB01097
DB01203	DB01068
DB01203	DB00796
DB01203	DB01043
DB01203	DB00966
DB01203	DB00331
DB01203	DB00423
DB01203	DB00950
DB01203	DB01104
DB01203	DB00758
DB01203	DB00390
DB01203	DB00177
DB01203	DB01023
DB01203	DB01039
DB01203	DB00722
DB01203	DB00958
DB01203	DB00328
DB01203	DB00897
DB01203	DB00668
DB01203	DB00264
DB01203	DB01001
DB01203	DB01142
DB01203	DB00404
DB01203	DB00641
DB01203	DB00215
DB01203	DB01611
DB01203	DB00783
DB01203	DB00584
DB01203	DB00715
DB01203	DB00695
DB01203	DB00316
DB01203	DB01101
DB01203	DB00370
DB01203	DB00227
DB01203	DB00575
DB01203	DB00737
DB01203	DB00257
DB01203	DB01126
DB01203	DB00678
DB01203	DB00904
DB01203	DB01067
DB01203	DB01041
DB01203	DB01029
DB01203	DB00656
DB01203	DB00421
DB01203	DB00930
DB01203	DB00451
DB01203	DB00178
DB01203	DB01016
DB01203	DB00863
DB01203	DB00188
DB01203	DB00501
DB01203	DB00433
DB01203	DB00273
DB00211	DB00945
DB00211	DB00213
DB00211	DB00268
DB00211	DB00924
DB00211	DB01233
DB00211	DB01137
DB00211	DB00864
DB00211	DB00512
DB00211	DB00338
DB00211	DB00658
DB00211	DB00533
DB00211	DB01156
DB00211	DB01050
DB00211	DB01136
DB00211	DB00482
DB00211	DB00186
DB00211	DB00448
DB00211	DB00136
DB00211	DB01104
DB00211	DB00758
DB00211	DB00390
DB00211	DB01039
DB00211	DB00722
DB00211	DB00264
DB00211	DB00641
DB00211	DB00215
DB00211	DB00715
DB00211	DB00316
DB00211	DB00904
DB00211	DB00451
DB00211	DB00863
DB01291	DB00945
DB01291	DB00996
DB01291	DB00213
DB01291	DB00697
DB01291	DB00268
DB01291	DB00555
DB01291	DB00341
DB01291	DB00635
DB01291	DB00275
DB01291	DB00455
DB01291	DB00710
DB01291	DB01224
DB01291	DB00924
DB01291	DB00218
DB01291	DB00413
DB01291	DB01233
DB01291	DB01137
DB01291	DB00999
DB01291	DB00577
DB01291	DB00580
DB01291	DB00335
DB01291	DB00967
DB01291	DB00343
DB01291	DB01162
DB01291	DB00661
DB01291	DB00630
DB01291	DB00787
DB01291	DB00422
DB01291	DB00624
DB01291	DB00585
DB01291	DB00563
DB01291	DB01036
DB01291	DB01076
DB01291	DB00381
DB01291	DB00590
DB01291	DB00203
DB01291	DB00338
DB01291	DB00927
DB01291	DB01129
DB01291	DB00285
DB01291	DB00537
DB01291	DB00833
DB01291	DB00829
DB01291	DB00533
DB01291	DB00193
DB01291	DB01156
DB01291	DB00884
DB01291	DB00497
DB01291	DB00991
DB01291	DB00196
DB01291	DB00620
DB01291	DB00564
DB01291	DB01050
DB01291	DB00277
DB01291	DB00727
DB01291	DB00425
DB01291	DB00745
DB01291	DB01020
DB01291	DB00407
DB01291	DB01222
DB01291	DB00281
DB01291	DB01211
DB01291	DB00315
DB01291	DB00603
DB01291	DB00461
DB01291	DB00313
DB01291	DB01136
DB01291	DB00443
DB01291	DB01044
DB01291	DB00813
DB01291	DB00549
DB01291	DB00482
DB01291	DB00481
DB01291	DB00567
DB01291	DB01062
DB01291	DB00669
DB01291	DB00881
DB01291	DB00186
DB01291	DB00524
DB01291	DB00332
DB01291	DB00334
DB01291	DB01069
DB01291	DB00175
DB01291	DB00973
DB01291	DB00395
DB01291	DB00158
DB01291	DB01132
DB01291	DB00938
DB01291	DB00448
DB01291	DB00496
DB01291	DB01068
DB01291	DB00795
DB01291	DB00331
DB01291	DB00950
DB01291	DB01104
DB01291	DB00758
DB01291	DB00390
DB01291	DB00177
DB01291	DB01039
DB01291	DB00722
DB01291	DB00668
DB01291	DB00264
DB01291	DB01001
DB01291	DB01142
DB01291	DB00404
DB01291	DB00641
DB01291	DB00215
DB01291	DB00972
DB01291	DB01611
DB01291	DB00468
DB01291	DB00783
DB01291	DB00584
DB01291	DB00715
DB01291	DB00695
DB01291	DB00316
DB01291	DB00370
DB01291	DB00575
DB01291	DB00737
DB01291	DB00257
DB01291	DB00678
DB01291	DB00904
DB01291	DB01029
DB01291	DB01238
DB01291	DB00421
DB01291	DB00451
DB01291	DB00178
DB01291	DB00863
DB01291	DB00433
DB01291	DB00273
DB00459	DB00945
DB00459	DB00213
DB00459	DB01212
DB00459	DB00250
DB00459	DB02300
DB00459	DB00635
DB00459	DB00455
DB00459	DB00295
DB00459	DB00999
DB00459	DB00864
DB00459	DB00343
DB00459	DB00512
DB00459	DB00860
DB00459	DB00563
DB00459	DB01076
DB00459	DB00590
DB00459	DB00338
DB00459	DB00285
DB00459	DB00654
DB00459	DB01156
DB00459	DB00620
DB00459	DB00564
DB00459	DB00959
DB00459	DB01050
DB00459	DB00425
DB00459	DB00557
DB00459	DB01005
DB00459	DB01136
DB00459	DB00443
DB00459	DB00482
DB00459	DB00675
DB00459	DB00332
DB00459	DB00334
DB00459	DB00973
DB00459	DB00448
DB00459	DB01068
DB00459	DB00950
DB00459	DB01104
DB00459	DB00758
DB00459	DB00177
DB00459	DB01039
DB00459	DB00722
DB00459	DB00264
DB00459	DB01001
DB00459	DB00641
DB00459	DB00215
DB00459	DB00783
DB00459	DB00715
DB00459	DB00695
DB00459	DB00316
DB00459	DB00370
DB00459	DB00678
DB00459	DB00451
DB00459	DB00863
DB01076	DB00945
DB01076	DB00526
DB01076	DB00458
DB01076	DB00996
DB01076	DB00454
DB01076	DB00213
DB01076	DB00492
DB01076	DB01212
DB01076	DB00398
DB01076	DB00709
DB01076	DB00697
DB01076	DB00853
DB01076	DB01413
DB01076	DB00440
DB01076	DB00181
DB01076	DB00519
DB01076	DB01195
DB01076	DB00250
DB01076	DB01004
DB01076	DB01033
DB01076	DB00268
DB01076	DB01193
DB01076	DB01204
DB01076	DB01248
DB01076	DB00555
DB01076	DB00862
DB01076	DB00990
DB01076	DB00195
DB01076	DB00204
DB01076	DB00542
DB01076	DB01197
DB01076	DB00953
DB01076	DB01115
DB01076	DB00341
DB01076	DB00920
DB01076	DB00394
DB01076	DB00243
DB01076	DB02300
DB01076	DB00571
DB01076	DB00530
DB01076	DB00635
DB01076	DB00441
DB01076	DB01026
DB01076	DB00275
DB01076	DB00681
DB01076	DB00968
DB01076	DB00424
DB01076	DB00455
DB01076	DB01009
DB01076	DB00710
DB01076	DB01224
DB01076	DB00346
DB01076	DB00601
DB01076	DB00924
DB01076	DB00540
DB01076	DB00218
DB01076	DB00559
DB01076	DB01275
DB01076	DB00975
DB01076	DB00248
DB01076	DB00472
DB01076	DB00321
DB01076	DB00413
DB01076	DB00244
DB01076	DB01233
DB01076	DB00295
DB01076	DB00307
DB01076	DB01137
DB01076	DB00642
DB01076	DB00999
DB01076	DB00439
DB01076	DB00577
DB01076	DB00415
DB01076	DB00742
DB01076	DB00586
DB01076	DB00580
DB01076	DB00798
DB01076	DB01337
DB01076	DB00426
DB01076	DB00649
DB01076	DB00993
DB01076	DB01327
DB01076	DB00335
DB01076	DB00967
DB01076	DB00363
DB01076	DB00531
DB01076	DB00417
DB01076	DB00864
DB01076	DB00343
DB01076	DB00757
DB01076	DB01162
DB01076	DB00180
DB01076	DB00350
DB01076	DB00661
DB01076	DB00630
DB01076	DB01124
DB01076	DB00479
DB01076	DB00787
DB01076	DB00512
DB01076	DB00422
DB01076	DB00598
DB01076	DB00673
DB01076	DB00222
DB01076	DB06700
DB01076	DB00612
DB01076	DB01032
DB01076	DB00700
DB01076	DB00836
DB01076	DB00624
DB01076	DB00153
DB01076	DB00231
DB01076	DB00373
DB01076	DB00860
DB01076	DB00585
DB01076	DB00563
DB01076	DB01036
DB01076	DB01048
DB01076	DB01203
DB01076	DB01291
DB01076	DB00459
DB01076	DB00361
DB01076	DB00194
DB01076	DB00381
DB01076	DB00808
DB01076	DB00590
DB01076	DB00203
DB01076	DB00252
DB01076	DB00338
DB01076	DB00627
DB01076	DB00969
DB01076	DB01240
DB01076	DB00280
DB01076	DB01267
DB01076	DB00927
DB01076	DB01059
DB01076	DB00962
DB01076	DB00270
DB01076	DB00698
DB01076	DB01129
DB01076	DB00327
DB01076	DB00724
DB01076	DB00674
DB01076	DB00820
DB01076	DB00285
DB01076	DB00762
DB01076	DB00583
DB01076	DB01273
DB01076	DB00654
DB01076	DB00916
DB01076	DB00537
DB01076	DB01149
DB01076	DB00741
DB01076	DB00658
DB01076	DB00829
DB01076	DB00533
DB01076	DB00198
DB01076	DB00883
DB01076	DB01077
DB01076	DB00193
DB01076	DB01156
DB01076	DB00818
DB01076	DB01586
DB01076	DB00884
DB01076	DB00747
DB01076	DB00889
DB01076	DB00842
DB01076	DB00770
DB01076	DB00819
DB01076	DB00230
DB01076	DB00208
DB01076	DB00497
DB01076	DB00811
DB01076	DB00991
DB01076	DB02379
DB01076	DB01085
DB01076	DB00489
DB01076	DB01083
DB01076	DB00196
DB01076	DB00445
DB01076	DB00620
DB01076	DB00564
DB01076	DB01217
DB01076	DB00115
DB01076	DB00959
DB01076	DB00763
DB01076	DB00209
DB01076	DB01050
DB01076	DB00277
DB01076	DB01060
DB01076	DB00465
DB01076	DB00625
DB01076	DB01210
DB01076	DB00906
DB01076	DB00351
DB01076	DB00960
DB01076	DB01215
DB01076	DB01167
DB01076	DB00727
DB01076	DB01047
