Drug1,Drug2,Label
DB00521,DB00749,37
DB00598,DB01435,37
DB08807,DB12598,37
DB00321,DB00575,37
DB00960,DB01097,37
DB01210,DB08880,37
DB00335,DB09084,37
DB00519,DB09543,37
DB00852,DB00924,37
DB00542,DB06196,37
DB00344,DB00633,37
DB01050,DB04846,37
DB00768,DB01295,37
DB00584,DB00936,37
DB00264,DB09218,37
DB00179,DB00521,37
DB00264,DB00788,37
DB00264,DB09216,37
DB06694,DB09289,37
DB01200,DB09289,37
DB00187,DB00482,37
DB00960,DB02709,37
DB00734,DB01151,37
DB00489,DB08880,37
DB00594,DB00768,37
DB01065,DB01115,37
DB01142,DB06694,37
DB01136,DB01283,37
DB00726,DB06694,37
DB00373,DB07615,37
DB01024,DB01359,37
DB00945,DB09204,37
DB00594,DB08976,37
DB00744,DB09026,37
DB00749,DB09026,37
DB00521,DB05676,37
DB00734,DB09167,37
DB04861,DB09218,37
DB00489,DB00768,37
DB01435,DB04846,37
DB01214,DB01435,37
DB04861,DB09212,37
DB00393,DB01065,37
DB04861,DB09216,37
DB04861,DB09215,37
DB00373,DB00749,37
DB01014,DB09204,37
DB00924,DB06694,37
DB01275,DB06725,37
DB00598,DB06802,37
DB01193,DB01628,37
DB00264,DB06802,37
DB00187,DB00795,37
DB00866,DB01401,37
DB00700,DB06802,37
DB00788,DB09204,37
DB00521,DB09218,37
DB00784,DB09204,37
DB00521,DB09215,37
DB01275,DB01283,37
DB00521,DB09212,37
DB00881,DB09543,37
DB00264,DB00749,37
DB01151,DB01267,37
DB00821,DB01193,37
DB01193,DB01392,37
DB00421,DB07615,37
DB00571,DB01050,37
DB00264,DB00744,37
DB01193,DB01397,37
DB00264,DB00963,37
DB02709,DB08807,37
DB00540,DB00964,37
DB00543,DB00964,37
DB00788,DB04861,37
DB01214,DB06725,37
DB00945,DB01295,37
DB00384,DB08984,37
DB00384,DB08981,37
DB01097,DB01210,37
DB00784,DB04861,37
DB00187,DB00861,37
DB00571,DB00870,37
DB01054,DB01392,37
DB00788,DB01295,37
DB00543,DB04948,37
DB00861,DB01359,37
DB00784,DB01295,37
DB00945,DB01210,37
DB00384,DB00814,37
DB01275,DB01628,37
DB00373,DB00744,37
DB00292,DB00540,37
DB00195,DB09288,37
DB01097,DB01295,37
DB00598,DB08439,37
DB00821,DB01214,37
DB01142,DB01577,37
DB01242,DB06707,37
DB00945,DB08808,37
DB00812,DB09026,37
DB00321,DB00964,37
DB00814,DB09026,37
DB01295,DB07615,37
DB04846,DB06802,37
DB00373,DB00469,37
DB00370,DB01200,37
DB00381,DB00422,37
DB00586,DB00612,37
DB00700,DB04552,37
DB01250,DB04861,37
DB00612,DB12598,37
DB00972,DB01193,37
DB00870,DB04861,37
DB00700,DB06196,37
DB00195,DB08439,37
DB01193,DB01401,37
DB00945,DB08807,37
DB00422,DB01018,37
DB00700,DB00939,37
DB00337,DB01297,37
DB04552,DB04861,37
DB00573,DB01193,37
DB00321,DB06711,37
DB01203,DB12598,37
DB00521,DB00768,37
DB00612,DB01399,37
DB00521,DB09216,37
DB01392,DB09236,37
DB00421,DB01435,37
DB00866,DB00945,37
DB00554,DB00598,37
DB00571,DB09288,37
DB01275,DB04552,37
DB01359,DB08991,37
DB00210,DB00489,37
DB00335,DB01600,37
DB00264,DB08880,37
DB00195,DB00936,37
DB01214,DB13167,37
DB00195,DB00939,37
DB00422,DB08931,37
DB01009,DB01297,37
DB00195,DB09218,37
DB00421,DB01628,37
DB00688,DB01359,37
DB00244,DB00612,37
DB00421,DB00712,37
DB00768,DB01210,37
DB00195,DB01283,37
DB00179,DB00598,37
DB00852,DB01151,37
DB00612,DB01009,37
DB00688,DB00960,37
DB00489,DB00939,37
DB01214,DB09212,37
DB00458,DB01577,37
DB01214,DB09216,37
DB01214,DB09215,37
DB00598,DB01600,37
DB00598,DB00605,37
DB01214,DB09218,37
DB00268,DB09167,37
DB00422,DB00584,37
DB00195,DB06725,37
DB00554,DB04846,37
DB01210,DB08439,37
DB01275,DB01600,37
DB02709,DB04846,37
DB00765,DB01392,37
DB00292,DB01142,37
DB00571,DB04552,37
DB00722,DB11079,37
DB00384,DB00500,37
DB01283,DB01580,37
DB01267,DB08918,37
DB00543,DB00935,37
DB00540,DB00935,37
DB00344,DB01186,37
DB01193,DB09084,37
DB00384,DB00768,37
DB00700,DB01250,37
DB01580,DB04552,37
DB00422,DB09220,37
DB00233,DB00790,37
DB01200,DB01242,37
DB01359,DB08797,37
DB00335,DB01401,37
DB00594,DB01009,37
DB00612,DB00821,37
DB00500,DB00594,37
DB00344,DB00696,37
DB00521,DB12598,37
DB01009,DB08808,37
DB00195,DB04743,37
DB07615,DB09026,37
DB00421,DB00939,37
DB00421,DB00936,37
DB00571,DB01283,37
DB01297,DB09218,37
DB01050,DB01136,37
DB01210,DB13783,37
DB01297,DB09216,37
DB01297,DB09212,37
DB00500,DB01136,37
DB00458,DB01267,37
DB00696,DB00924,37
DB00521,DB01401,37
DB00344,DB00697,37
DB00554,DB01203,37
DB00598,DB06739,37
DB00465,DB00960,37
DB00866,DB01097,37
DB00543,DB06262,37
DB00540,DB06262,37
DB00244,DB09026,37
DB00521,DB06196,37
DB00924,DB01267,37
DB00598,DB06737,37
DB00712,DB01580,37
DB00612,DB03585,37
DB00700,DB01097,37
DB00629,DB09167,37
DB00612,DB08984,37
DB00612,DB08880,37
DB00696,DB09167,37
DB01580,DB01628,37
DB00233,DB01180,37
DB00540,DB04948,37
DB00469,DB00571,37
DB00244,DB00691,37
DB00465,DB00571,37
DB00461,DB00571,37
DB00870,DB00960,37
DB08976,DB09026,37
DB00573,DB01295,37
DB00421,DB04951,37
DB00945,DB01297,37
DB00210,DB09204,37
DB00489,DB06739,37
DB00489,DB06736,37
DB00489,DB06737,37
DB01210,DB01628,37
DB00384,DB00963,37
DB00226,DB00422,37
DB09026,DB09084,37
DB00179,DB01295,37
DB01295,DB06802,37
DB00521,DB01435,37
DB01600,DB04846,37
DB00605,DB04846,37
DB01210,DB01399,37
DB00482,DB09204,37
DB01014,DB01359,37
DB01275,DB06802,37
DB00700,DB00936,37
DB00373,DB06802,37
DB01210,DB01397,37
DB04846,DB06739,37
DB00195,DB01600,37
DB00542,DB11079,37
DB00749,DB01203,37
DB00469,DB04861,37
DB00264,DB05676,37
DB00465,DB04861,37
DB00861,DB01580,37
DB00461,DB04861,37
DB00187,DB00784,37
DB00612,DB00735,37
DB00335,DB00963,37
DB00586,DB01203,37
DB00489,DB08984,37
DB00554,DB09204,37
DB01275,DB06737,37
DB00187,DB00788,37
DB00335,DB00821,37
DB00320,DB00370,37
DB00821,DB09204,37
DB00422,DB02638,37
DB00373,DB00991,37
DB00795,DB09204,37
DB00217,DB00321,37
DB00373,DB00821,37
DB01193,DB08984,37
DB00370,DB00865,37
DB00264,DB08797,37
DB01275,DB08880,37
DB00421,DB00482,37
DB04846,DB08439,37
DB00795,DB04861,37
DB00179,DB00264,37
DB00187,DB00870,37
DB00571,DB00861,37
DB00244,DB00421,37
DB00321,DB00852,37
DB01203,DB09216,37
DB00870,DB01359,37
DB00795,DB01295,37
DB00179,DB00489,37
DB00458,DB00852,37
DB00972,DB01210,37
DB00337,DB00612,37
DB00195,DB08797,37
DB01210,DB01401,37
DB00179,DB09204,37
DB00321,DB01267,37
DB00573,DB01210,37
DB00321,DB01018,37
DB01214,DB02709,37
DB00865,DB01151,37
DB00217,DB00924,37
DB04846,DB09288,37
DB00195,DB00735,37
DB00594,DB05676,37
DB00960,DB08439,37
DB00344,DB01200,37
DB00370,DB09242,37
DB00178,DB11079,37
DB00594,DB08984,37
DB00543,DB01018,37
DB00521,DB03585,37
DB00963,DB01193,37
DB00344,DB00734,37
DB00870,DB01136,37
DB00861,DB04861,37
DB00691,DB11079,37
DB00244,DB00594,37
DB01203,DB09218,37
DB00384,DB00688,37
DB00598,DB01097,37
DB00612,DB01097,37
DB00489,DB00991,37
DB04896,DB09242,37
DB00697,DB01142,37
DB00187,DB06737,37
DB00936,DB09026,37
DB00212,DB00422,37
DB01275,DB04951,37
DB00264,DB00554,37
DB00939,DB09026,37
DB00178,DB09543,37
DB00179,DB04846,37
DB00697,DB09289,37
DB00866,DB00939,37
DB00571,DB01024,37
DB00861,DB01348,37
DB00688,DB00866,37
DB00678,DB01392,37
DB00264,DB00795,37
DB00866,DB00936,37
DB00422,DB00722,37
DB06196,DB09026,37
DB00936,DB01197,37
DB06725,DB08807,37
DB01151,DB01577,37
DB00489,DB01009,37
DB00264,DB08893,37
DB01014,DB01297,37
DB00960,DB08797,37
DB00598,DB00768,37
DB00542,DB00861,37
DB00796,DB01392,37
DB00210,DB00335,37
DB00612,DB01401,37
DB00788,DB01297,37
DB00195,DB01050,37
DB00784,DB01297,37
DB00195,DB00749,37
DB01203,DB06196,37
DB01297,DB08797,37
DB00924,DB01018,37
DB01275,DB04743,37
DB00688,DB00700,37
DB01392,DB06268,37
DB01203,DB13167,37
DB00373,DB01628,37
DB00458,DB06707,37
DB06196,DB09477,37
DB01193,DB03585,37
DB00722,DB01392,37
DB00866,DB01009,37
DB00960,DB01250,37
DB00712,DB01275,37
DB00749,DB01193,37
DB00935,DB09167,37
DB00519,DB00936,37
DB01628,DB04861,37
DB00244,DB01348,37
DB00744,DB01193,37
DB01297,DB12598,37
DB00521,DB00939,37
DB00697,DB00726,37
DB00217,DB00458,37
DB00586,DB01193,37
DB00521,DB00936,37
DB01210,DB06725,37
DB00692,DB01392,37
DB00465,DB00700,37
DB00370,DB01186,37
DB00461,DB00700,37
DB00573,DB08807,37
DB08807,DB13783,37
DB00784,DB00960,37
DB00461,DB01136,37
DB01197,DB11079,37
DB00465,DB01136,37
DB00469,DB01136,37
DB04861,DB08981,37
DB00629,DB01142,37
DB01628,DB08807,37
DB00712,DB08807,37
DB00866,DB06196,37
DB00881,DB11079,37
DB00586,DB01214,37
DB00571,DB12598,37
DB01050,DB01214,37
DB01136,DB01600,37
DB00492,DB06196,37
DB00187,DB01009,37
DB00195,DB00744,37
DB01435,DB01580,37
DB00700,DB00712,37
DB00668,DB01142,37
DB00337,DB00866,37
DB01024,DB01136,37
DB00543,DB00668,37
DB00540,DB00668,37
DB00384,DB01009,37
DB00598,DB00945,37
DB00964,DB09167,37
DB01024,DB08807,37
DB00821,DB01297,37
DB01024,DB08808,37
DB00866,DB03585,37
DB00598,DB06725,37
DB00960,DB04552,37
DB00991,DB01297,37
DB00335,DB01097,37
DB01136,DB06725,37
DB00612,DB01050,37
DB00821,DB01203,37
DB00768,DB04846,37
DB00344,DB00714,37
DB00195,DB12598,37
DB00866,DB06739,37
DB00866,DB06737,37
DB00866,DB06736,37
DB08807,DB13167,37
DB01197,DB09543,37
DB00195,DB03585,37
DB00187,DB00465,37
DB04743,DB08808,37
DB01297,DB05676,37
DB00598,DB13167,37
DB00187,DB00461,37
DB00594,DB00749,37
DB00594,DB00744,37
DB00422,DB01021,37
DB00187,DB00469,37
DB01580,DB06737,37
DB01142,DB06262,37
DB08439,DB09204,37
DB00489,DB00861,37
DB01203,DB09084,37
DB01158,DB01392,37
DB01580,DB06739,37
DB00571,DB00586,37
DB01275,DB13167,37
DB00384,DB01397,37
DB00612,DB06736,37
DB00945,DB01340,37
DB00384,DB01399,37
DB01186,DB09289,37
DB00945,DB04846,37
DB00963,DB09204,37
DB00328,DB01295,37
DB00328,DB00373,37
DB08808,DB08991,37
DB00489,DB00744,37
DB04846,DB06725,37
DB00422,DB00484,37
DB00384,DB05676,37
DB01275,DB07615,37
DB00870,DB01580,37
DB00178,DB00945,37
DB01214,DB04743,37
DB01193,DB06196,37
DB01359,DB01435,37
DB00700,DB00795,37
DB00489,DB08991,37
DB00612,DB06196,37
DB00195,DB00586,37
DB00814,DB09204,37
DB01193,DB13167,37
DB00210,DB00373,37
DB00866,DB09084,37
DB00768,DB09204,37
DB00991,DB01359,37
DB00264,DB00945,37
DB00633,DB09167,37
DB00571,DB01628,37
DB00586,DB09204,37
DB00264,DB00768,37
DB01295,DB01435,37
DB01580,DB02709,37
DB00422,DB01090,37
DB00960,DB08880,37
DB00700,DB00861,37
DB01580,DB06196,37
DB00337,DB01214,37
DB00814,DB08807,37
DB00337,DB00521,37
DB00812,DB08807,37
DB00187,DB00688,37
DB00598,DB01392,37
DB00287,DB00422,37
DB06694,DB09167,37
DB00963,DB01210,37
DB01097,DB04846,37
DB00370,DB01577,37
DB00768,DB09026,37
DB01009,DB01359,37
DB00187,DB00939,37
DB00594,DB01435,37
DB00722,DB00945,37
DB00540,DB00865,37
DB00543,DB00865,37
DB00195,DB09084,37
DB00373,DB08797,37
DB00865,DB01142,37
DB06196,DB09204,37
DB00244,DB01275,37
DB00210,DB00612,37
DB00422,DB01116,37
DB01275,DB08981,37
DB01435,DB04861,37
DB01050,DB01295,37
DB09026,DB12598,37
DB01580,DB09084,37
DB01275,DB08984,37
DB00881,DB00945,37
DB00187,DB00244,37
DB03585,DB09026,37
DB00244,DB00521,37
DB00861,DB01136,37
DB00422,DB00880,37
DB00598,DB00870,37
DB00936,DB01214,37
DB00939,DB01214,37
DB00328,DB04861,37
DB00571,DB01392,37
DB01275,DB08797,37
DB00374,DB00422,37
DB00344,DB06711,37
DB00268,DB06700,37
DB00521,DB00744,37
DB00458,DB00964,37
DB00571,DB03585,37
DB00726,DB01577,37
DB00521,DB01097,37
DB00573,DB00598,37
DB00264,DB00784,37
DB00384,DB06802,37
DB06739,DB08807,37
DB00571,DB13167,37
DB00749,DB04861,37
DB00633,DB01151,37
DB00936,DB01340,37
DB00744,DB04861,37
DB09204,DB09216,37
DB06736,DB08807,37
DB06737,DB08807,37
DB00244,DB00584,37
DB00489,DB01014,37
DB00866,DB08880,37
DB01210,DB03585,37
DB01136,DB09212,37
DB00700,DB00784,37
DB01297,DB06196,37
DB00187,DB01250,37
DB00554,DB01297,37
DB00749,DB01210,37
DB00421,DB01600,37
DB00421,DB00735,37
DB00744,DB01210,37
DB00795,DB01297,37
DB00422,DB01359,37
DB00292,DB00321,37
DB06694,DB06700,37
DB01136,DB09218,37
DB00586,DB01210,37
DB00700,DB09215,37
DB00482,DB08807,37
DB00195,DB00821,37
DB00586,DB00866,37
DB00233,DB00519,37
DB05676,DB09026,37
DB00449,DB09289,37
DB00469,DB00960,37
DB00335,DB00688,37
DB01392,DB09477,37
DB01392,DB09238,37
DB00461,DB00960,37
DB00571,DB06196,37
DB01186,DB09167,37
DB00422,DB01119,37
DB00264,DB08984,37
DB00370,DB00629,37
DB00598,DB01628,37
DB00244,DB01340,37
DB00573,DB04846,37
DB01142,DB01186,37
DB00179,DB01297,37
DB00482,DB01297,37
DB00700,DB08991,37
DB00542,DB00945,37
DB00735,DB01359,37
DB00421,DB00821,37
DB00469,DB08808,37
DB00571,DB09212,37
DB00384,DB04951,37
DB00571,DB09215,37
DB00571,DB09216,37
DB00571,DB09218,37
DB00422,DB00590,37
DB00500,DB04861,37
DB00373,DB01250,37
DB00795,DB00960,37
DB00328,DB00700,37
DB04861,DB04951,37
DB01186,DB08918,37
DB00489,DB00712,37
DB00972,DB01275,37
DB04861,DB08991,37
DB00422,DB01340,37
DB00469,DB01580,37
DB00461,DB01580,37
DB00521,DB00991,37
DB00465,DB01580,37
DB00489,DB01283,37
DB00866,DB13167,37
DB01397,DB01580,37
DB00521,DB00814,37
DB00210,DB01136,37
DB00521,DB00812,37
DB00233,DB00881,37
DB03585,DB09204,37
DB01399,DB01580,37
DB00384,DB01014,37
DB09084,DB09204,37
DB04846,DB13167,37
DB00328,DB00866,37
DB00328,DB01136,37
DB00814,DB01297,37
DB00598,DB00972,37
DB00476,DB01267,37
DB00812,DB01297,37
DB00598,DB01401,37
DB01050,DB01275,37
DB00461,DB08808,37
DB00866,DB12598,37
DB00465,DB08808,37
DB00598,DB00788,37
DB00500,DB01275,37
DB00744,DB01203,37
DB00714,DB04896,37
DB00482,DB01214,37
DB08807,DB09288,37
DB00457,DB01392,37
DB00489,DB09218,37
DB00960,DB09218,37
DB00866,DB06802,37
DB01136,DB06736,37
DB01136,DB06737,37
DB00870,DB01275,37
DB00422,DB00692,37
DB01136,DB06739,37
DB00960,DB09216,37
DB00960,DB09215,37
DB00883,DB00898,38
DB00727,DB06237,38
DB01613,DB06237,38
DB00883,DB06267,38
DB06154,DB06267,38
DB00820,DB01613,38
DB00862,DB01020,38
DB01612,DB06267,38
DB00820,DB01020,38
DB00862,DB01613,38
DB00862,DB06154,38
DB01613,DB06267,38
DB00203,DB01612,38
DB01020,DB06237,38
DB01612,DB06237,38
DB00203,DB00727,38
DB06154,DB06237,38
DB00862,DB01612,38
DB00727,DB06267,38
DB00898,DB01020,38
DB00203,DB06154,38
DB00727,DB00820,38
DB00820,DB01612,38
DB00727,DB00862,38
DB00820,DB00883,38
DB00883,DB06237,38
DB00898,DB06154,38
DB00727,DB00898,38
DB00203,DB01613,38
DB00862,DB00883,38
DB00820,DB06154,38
DB00898,DB01613,38
DB01020,DB06267,38
DB09290,DB09300,39
DB00899,DB09272,39
DB01591,DB09290,39
DB00483,DB09290,39
DB00454,DB09290,39
DB01116,DB09290,39
DB00652,DB09290,39
DB01337,DB09290,39
DB00844,DB09272,39
DB00462,DB09290,39
DB00809,DB09290,39
DB00813,DB09290,39
DB00657,DB09290,39
DB00333,DB09290,39
DB00497,DB09290,39
DB00517,DB09290,39
DB01199,DB09272,39
DB00732,DB09290,39
DB09272,DB11609,39
DB01173,DB09272,39
DB08897,DB09290,39
DB00836,DB09290,39
DB00327,DB09272,39
DB01209,DB09290,39
DB00219,DB09272,39
DB00497,DB09272,39
DB01036,DB09272,39
DB01339,DB09290,39
DB00804,DB09290,39
DB00967,DB09290,39
DB00979,DB09272,39
DB00956,DB09272,39
DB00802,DB09290,39
DB00647,DB09272,39
DB00318,DB09290,39
DB00854,DB09290,39
DB01062,DB09290,39
DB00483,DB09272,39
DB00647,DB09290,39
DB00462,DB09272,39
DB01062,DB09272,39
DB00979,DB09290,39
DB00908,DB09272,39
DB00454,DB09272,39
DB00813,DB09272,39
DB01192,DB09290,39
DB00921,DB09272,39
DB00899,DB09290,39
DB00340,DB09290,39
DB00392,DB09272,39
DB00810,DB09290,39
DB00782,DB09272,39
DB00327,DB09290,39
DB01339,DB09272,39
DB00908,DB09290,39
DB01173,DB09290,39
DB00219,DB09290,39
DB00340,DB09272,39
DB00392,DB09290,39
DB00496,DB09272,39
DB01192,DB09272,39
DB01466,DB09290,39
DB00332,DB09290,39
DB01591,DB09272,39
DB00708,DB09290,39
DB09272,DB12278,39
DB00318,DB09272,39
DB06738,DB09290,39
DB00652,DB09272,39
DB01209,DB09272,39
DB09290,DB11315,39
DB01409,DB09272,39
DB00332,DB09272,39
DB00193,DB09272,39
DB00921,DB09290,39
DB00209,DB09290,39
DB06702,DB09290,39
DB00747,DB09272,39
DB00708,DB09272,39
DB00424,DB09272,39
DB00387,DB09290,39
DB00245,DB09290,39
DB09290,DB11609,39
DB08897,DB09272,39
DB00854,DB09272,39
DB00732,DB09272,39
DB00611,DB09290,39
DB00810,DB09272,39
DB00572,DB09272,39
DB01338,DB09272,39
DB01452,DB09272,39
DB00969,DB09272,39
DB00496,DB09290,39
DB01466,DB09272,39
DB01551,DB09290,39
DB09290,DB12278,39
DB09076,DB09290,39
DB00572,DB09290,39
DB00611,DB09272,39
DB00804,DB09272,39
DB00517,DB09272,39
DB00376,DB09290,39
DB00986,DB09290,39
DB00295,DB09290,39
DB00670,DB09290,39
DB01081,DB09272,39
DB01090,DB09290,39
DB01433,DB09272,39
DB00940,DB09272,39
DB01090,DB09272,39
DB00670,DB09272,39
DB00193,DB09290,39
DB00657,DB09272,39
DB06738,DB09272,39
DB00245,DB09272,39
DB00940,DB09290,39
DB01409,DB09290,39
DB01199,DB09290,39
DB06702,DB09272,39
DB00424,DB09290,39
DB00956,DB09290,39
DB00802,DB09272,39
DB01337,DB09272,39
DB00809,DB09272,39
DB09272,DB11315,39
DB01227,DB09290,39
DB06204,DB09290,39
DB00333,DB09272,39
DB00844,DB09290,39
DB00747,DB09290,39
DB01227,DB09272,39
DB01116,DB09272,39
DB01551,DB09272,39
DB00376,DB09272,39
DB00387,DB09272,39
DB01036,DB09290,39
DB01452,DB09290,39
DB09272,DB09300,39
DB06204,DB09272,39
DB00967,DB09272,39
DB00295,DB09272,39
DB00986,DB09272,39
DB01081,DB09290,39
DB01338,DB09290,39
DB00782,DB09290,39
DB01433,DB09290,39
DB00209,DB09272,39
DB09076,DB09272,39
DB03615,DB11156,40
DB01336,DB06696,40
DB01339,DB01421,40
DB01337,DB01578,40
DB00728,DB03615,40
DB06810,DB13450,40
DB01338,DB06696,40
DB00955,DB01245,40
DB01172,DB01245,40
DB00479,DB01245,40
DB00479,DB00728,40
DB01177,DB01245,40
DB01172,DB01337,40
DB06263,DB13450,40
DB00483,DB06810,40
DB01177,DB01337,40
DB01135,DB06696,40
DB00798,DB01337,40
DB00565,DB00919,40
DB00694,DB01226,40
DB00445,DB13450,40
DB01226,DB01421,40
DB01177,DB13450,40
DB00483,DB00694,40
DB00955,DB01337,40
DB00445,DB00565,40
DB01172,DB13450,40
DB00202,DB06696,40
DB00565,DB01172,40
DB00684,DB00732,40
DB00955,DB11156,40
DB00565,DB01177,40
DB01199,DB06810,40
DB00385,DB01336,40
DB01338,DB06263,40
DB01336,DB06263,40
DB01135,DB06810,40
DB00445,DB01338,40
DB01337,DB06810,40
DB00955,DB01336,40
DB00428,DB01338,40
DB00202,DB01172,40
DB01245,DB01578,40
DB00452,DB01337,40
DB00428,DB01336,40
DB01177,DB01339,40
DB00385,DB01199,40
DB01172,DB01339,40
DB00694,DB00728,40
DB00202,DB01578,40
DB00728,DB01172,40
DB00479,DB13450,40
DB00728,DB01578,40
DB00728,DB01177,40
DB00997,DB01226,40
DB00798,DB11156,40
DB01337,DB06696,40
DB00728,DB00919,40
DB00684,DB01226,40
DB01226,DB06696,40
DB00479,DB01199,40
DB00385,DB01338,40
DB06696,DB13450,40
DB00479,DB01339,40
DB01082,DB01338,40
DB00452,DB00732,40
DB00483,DB00684,40
DB00483,DB01578,40
DB00483,DB01172,40
DB00565,DB00684,40
DB00483,DB01177,40
DB01338,DB01421,40
DB00694,DB00732,40
DB00385,DB01337,40
DB01339,DB01578,40
DB01336,DB06810,40
DB00694,DB01336,40
DB00732,DB01172,40
DB00479,DB00732,40
DB00997,DB11156,40
DB00728,DB00955,40
DB00732,DB01177,40
DB00732,DB06810,40
DB01082,DB01199,40
DB00684,DB00728,40
DB00385,DB13450,40
DB00452,DB00483,40
DB00955,DB01339,40
DB00798,DB01339,40
DB01082,DB11156,40
DB00452,DB01336,40
DB00202,DB06263,40
DB00565,DB00694,40
DB00997,DB13450,40
DB01199,DB03615,40
DB00479,DB01337,40
DB00385,DB11156,40
DB01336,DB03615,40
DB00483,DB01082,40
DB00798,DB01245,40
DB00428,DB00565,40
DB00919,DB01135,40
DB00919,DB01226,40
DB00202,DB01177,40
DB01199,DB01578,40
DB00202,DB03615,40
DB00202,DB00452,40
DB00997,DB01135,40
DB00202,DB06810,40
DB00202,DB00798,40
DB00694,DB13450,40
DB00919,DB13450,40
DB00728,DB01421,40
DB00565,DB01421,40
DB00919,DB01199,40
DB00684,DB01336,40
DB00202,DB00955,40
DB00385,DB01339,40
DB01245,DB03615,40
DB01177,DB01338,40
DB00997,DB01338,40
DB00445,DB01336,40
DB00452,DB00728,40
DB00445,DB01337,40
DB01135,DB01421,40
DB00732,DB06696,40
DB00202,DB00694,40
DB00428,DB01245,40
DB00385,DB00483,40
DB00479,DB11156,40
DB01336,DB01578,40
DB06263,DB11156,40
DB00919,DB01338,40
DB00798,DB01338,40
DB00684,DB01337,40
DB00202,DB00684,40
DB01338,DB01578,40
DB00684,DB13450,40
DB01578,DB13450,40
DB00798,DB01199,40
DB00732,DB01578,40
DB00732,DB01421,40
DB00385,DB01226,40
DB00385,DB01245,40
DB01082,DB01226,40
DB00565,DB03615,40
DB00694,DB01199,40
DB00479,DB01338,40
DB00728,DB01082,40
DB00997,DB01337,40
DB01082,DB01339,40
DB00565,DB00955,40
DB00428,DB00483,40
DB00684,DB11156,40
DB00483,DB01421,40
DB00732,DB00798,40
DB00479,DB01336,40
DB00202,DB00919,40
DB03615,DB13450,40
DB00919,DB11156,40
DB00385,DB01135,40
DB01135,DB06263,40
DB00202,DB01082,40
DB01172,DB01338,40
DB00694,DB01337,40
DB00483,DB06696,40
DB00919,DB01337,40
DB00732,DB01082,40
DB00445,DB11156,40
DB00428,DB01339,40
DB00732,DB00955,40
DB01172,DB11156,40
DB00428,DB01199,40
DB00997,DB01199,40
DB00728,DB00997,40
DB01337,DB01421,40
DB01177,DB11156,40
DB00483,DB00798,40
DB01082,DB01245,40
DB01226,DB06263,40
DB00428,DB01226,40
DB00728,DB06696,40
DB01226,DB03615,40
DB00955,DB01226,40
DB00428,DB01337,40
DB00728,DB00798,40
DB00202,DB00385,40
DB06696,DB11156,40
DB01336,DB01421,40
DB00483,DB00919,40
DB00479,DB01226,40
DB00694,DB11156,40
DB00428,DB00732,40
DB06810,DB11156,40
DB01578,DB11156,40
DB01226,DB06810,40
DB00565,DB00798,40
DB00445,DB00728,40
DB01199,DB06696,40
DB00202,DB00428,40
DB00997,DB01245,40
DB00452,DB11156,40
DB00684,DB01339,40
DB00445,DB01245,40
DB00728,DB06263,40
DB01226,DB01578,40
DB01177,DB01226,40
DB01338,DB03615,40
DB00385,DB00732,40
DB01172,DB01226,40
DB01082,DB01135,40
DB00479,DB01135,40
DB00798,DB01226,40
DB00452,DB01226,40
DB00919,DB01245,40
DB01339,DB06696,40
DB01337,DB06263,40
DB00483,DB03615,40
DB00202,DB00445,40
DB00202,DB00479,40
DB01135,DB03615,40
DB01245,DB06696,40
DB00483,DB06263,40
DB00798,DB01336,40
DB01339,DB06810,40
DB00694,DB01245,40
DB00684,DB01245,40
DB01337,DB03615,40
DB01135,DB01578,40
DB00694,DB01338,40
DB00565,DB06696,40
DB00565,DB01578,40
DB01245,DB01421,40
DB00684,DB01199,40
DB00202,DB01421,40
DB00565,DB01082,40
DB01172,DB01336,40
DB00694,DB01339,40
DB01177,DB01336,40
DB00955,DB01135,40
DB00385,DB00565,40
DB01421,DB13450,40
DB01339,DB06263,40
DB00452,DB01245,40
DB00997,DB01336,40
DB00483,DB00997,40
DB00919,DB01339,40
DB00445,DB00483,40
DB01199,DB06263,40
DB00428,DB11156,40
DB00428,DB13450,40
DB00955,DB13450,40
DB00445,DB01135,40
DB00445,DB01339,40
DB00919,DB01336,40
DB00798,DB13450,40
DB00445,DB01199,40
DB01082,DB13450,40
DB00732,DB03615,40
DB00997,DB01339,40
DB00684,DB01135,40
DB01421,DB11156,40
DB00483,DB00955,40
DB00565,DB00997,40
DB00202,DB00997,40
DB01135,DB01177,40
DB00684,DB01338,40
DB00732,DB06263,40
DB01082,DB01337,40
DB00428,DB01135,40
DB00385,DB00728,40
DB00732,DB00997,40
DB00428,DB00728,40
DB00445,DB00732,40
DB00565,DB06810,40
DB01245,DB06263,40
DB00955,DB01199,40
DB01339,DB03615,40
DB01199,DB01421,40
DB00479,DB00483,40
DB00452,DB13450,40
DB01172,DB01199,40
DB00728,DB06810,40
DB00732,DB00919,40
DB00479,DB00565,40
DB01245,DB06810,40
DB01177,DB01199,40
DB00565,DB06263,40
DB00955,DB01338,40
DB00445,DB01226,40
DB00798,DB01135,40
DB00452,DB01135,40
DB00452,DB00565,40
DB00452,DB01199,40
DB00452,DB01339,40
DB01135,DB01172,40
DB01338,DB06810,40
DB00694,DB01135,40
DB01082,DB01336,40
DB00452,DB01338,40
DB00454,DB09241,41
DB00454,DB01037,41
DB00454,DB00752,41
DB00454,DB00780,41
DB00454,DB09244,41
