Entity	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100	feature101	feature102	feature103	feature104	feature105	feature106	feature107	feature108	feature109	feature110	feature111	feature112	feature113	feature114	feature115	feature116	feature117	feature118	feature119	feature120	feature121	feature122	feature123	feature124	feature125	feature126	feature127	feature128	feature129	feature130	feature131	feature132	feature133	feature134	feature135	feature136	feature137	feature138	feature139	feature140	feature141	feature142	feature143	feature144	feature145	feature146	feature147	feature148	feature149	feature150	feature151	feature152	feature153	feature154	feature155	feature156	feature157	feature158	feature159	feature160	feature161	feature162	feature163	feature164	feature165	feature166	feature167	feature168	feature169	feature170	feature171	feature172	feature173	feature174	feature175	feature176	feature177	feature178	feature179	feature180	feature181	feature182	feature183	feature184	feature185	feature186	feature187	feature188	feature189	feature190	feature191	feature192	feature193	feature194	feature195	feature196	feature197	feature198	feature199
<http://bio2rdf.org/drugbank:DB00292>	-0.34024814	0.015058793	0.37668452	0.64881223	-0.626978	0.30242416	-0.3347303	0.38276917	0.4381646	0.045329567	0.23142655	-0.1490981	0.7018198	-0.04140731	0.44874117	0.0044501005	-0.4877616	0.5527466	-0.21527126	0.20951004	-0.16252527	0.014587093	0.19962919	0.40846714	-0.24643694	0.06283226	-0.6486655	0.7148186	0.13337746	0.045864686	-0.2392017	-0.09556346	-0.05773002	0.0016612688	0.5496235	-0.29739088	0.22305948	-0.035084642	0.01661169	-0.07035865	0.2702992	0.1840132	-0.09283227	0.0929045	0.027063148	-0.3157405	-0.16486864	0.03984844	-0.016992258	0.16068643	0.34423822	0.44014218	0.21020967	0.12818626	0.30823204	-0.06292414	0.412984	-0.17718738	-0.041704316	0.28600478	-0.059494462	-0.011853245	0.30016053	0.38755473	0.38155803	-0.08984509	0.1018469	-0.09690563	-0.088884845	0.045442875	-0.21806091	-0.31354344	0.37666592	0.38293797	-0.004370425	0.5932271	0.55263174	-0.18640369	-0.5094951	-0.24529873	-0.3445444	0.3186176	0.09191693	0.3828597	0.074981414	-0.19302501	-0.065576114	-0.3087563	-0.0523909	0.5191248	0.17473942	-0.36440474	0.31760445	0.22560987	-0.2933032	-0.51974034	0.3338393	-0.13318884	-0.003751155	0.013650234	-0.3886116	0.07142753	0.2690357	0.044307027	-0.21482976	0.08553381	0.36429036	-0.03557731	0.014190146	0.22596067	-0.0026803291	0.06807812	-0.4160633	-0.05687145	-0.09732793	0.086636886	0.2525329	-0.12641108	-0.16275445	0.21094288	-0.11028471	0.34825072	-0.34256017	-0.0140307555	0.22024576	0.10844173	0.11290275	-0.2309212	0.10273732	-0.29605982	0.53344125	-0.27307877	0.26916897	0.25173178	-0.11287665	-0.1346932	0.05717334	-0.06725678	-0.14462417	-0.056789704	0.18553296	0.42888921	0.035403028	0.01515023	-0.12528774	-0.16239077	-0.18336792	0.46030253	-0.14580725	0.10754266	0.33010504	-0.028954435	0.104670145	-0.17245321	-0.117843725	-0.046659578	0.43669292	-0.387475	-0.21773806	-0.043965906	-0.19166757	0.24506135	-0.18827955	0.07678806	-0.31623465	0.12771836	-0.016091641	-0.17174838	-0.29320428	0.12611724	0.06844245	-0.23205066	0.097320475	-0.09435898	-0.22056405	0.10240503	0.22018506	0.10870395	-0.028485794	0.23118362	0.36209035	0.61610734	-0.36510554	0.22972853	-0.20076151	0.009543893	-0.3304931	0.43769628	0.2161003	-0.029666465	-0.3091329	-0.22002597	0.102981776	-0.12432886	0.16813622	0.22675943	0.040867932	0.16891128	-0.4146511	0.31222048
<http://bio2rdf.org/drugbank:DB00294>	-0.38808638	-0.11193193	0.14373308	0.96855915	-0.2713326	0.38939807	-0.4084952	0.54628	0.4722731	0.22908314	-0.022476414	-0.33410448	0.51113546	0.09787004	0.34412923	-0.02433062	-0.25310522	0.6020482	0.100644395	-0.14150526	-0.34248212	0.11065483	0.062841	0.02404516	-0.20253925	0.24123731	-0.32893866	0.53165305	0.015284424	0.08562194	-0.09595388	0.1307852	0.003150804	0.07000119	0.6514412	-0.07083348	0.18219195	0.050159495	0.11027188	-0.17493667	0.40797475	-0.046721604	0.060289886	0.17085107	-0.08249453	-0.48789424	-0.1356026	-0.068521194	-0.090569206	0.214797	0.32624927	0.27418786	0.21937734	-0.0076916674	0.34491116	-0.08924222	0.36697352	-0.1936749	-0.017177813	0.24195705	-0.19897231	-0.27782512	0.24980515	0.33113053	0.270755	-0.24481612	-0.30792707	0.019422168	-0.3827955	0.09313256	-0.23986971	-0.2383244	0.2524205	0.20926613	0.04910461	0.26668158	0.26567876	-0.034975134	-0.21819563	-0.20237368	-0.30531377	0.45456293	0.14469233	0.17985973	-0.056009132	-0.24191964	0.1354267	-0.5538015	0.018099604	0.31456727	0.45529738	-0.39186224	0.23824613	-0.023312649	-0.13051029	-0.26704708	0.3836823	-0.34698278	-0.0358452	-0.07966863	-0.20477901	-0.11099905	-0.11067859	0.12868293	-0.028976496	0.30966374	0.1199644	-0.06393204	-0.36156332	0.06856246	0.048349753	-0.21584703	-0.085979305	0.019747064	-0.075756684	-0.058066245	0.00029236168	-0.0035634907	-0.28156137	-0.076442815	-0.107555576	0.26679248	-0.4421606	0.037704904	0.043995183	0.09157512	0.30765885	-0.03589084	0.34379452	-0.34250304	0.5710601	-0.49374753	0.159473	0.35102382	-0.035641845	-0.08237232	0.053892963	-0.060190026	-0.2327651	-0.12333854	-0.013455582	0.23872288	-0.05191041	0.15787633	-0.20477882	0.024630178	-0.08487619	0.35054547	-0.09913809	-0.12289329	0.44437987	-0.1587705	0.17153291	-0.024690554	-0.05182687	-0.17699522	0.45479366	-0.2846958	-0.123963736	-0.053647276	-0.1390782	0.13454114	-0.041177277	0.15115882	-0.21964926	0.2878033	0.192796	0.06846033	-0.18206313	0.1312706	0.19230147	-0.4305565	-0.08595591	0.049450185	-0.14905721	0.010734595	0.073974244	0.04768399	-0.3037297	-0.114694536	0.4142107	0.37133434	-0.19998275	0.25520766	-0.15724026	-0.07062712	-0.4336373	0.29978764	0.13826115	0.014369894	-0.08706094	-0.2378189	-0.0038848873	-0.38591772	0.27431405	-0.0114574805	0.118399754	0.40685543	-0.17568803	0.2737808
<http://bio2rdf.org/drugbank:DB01628>	-0.5767509	0.27739793	0.8057606	-0.15080902	-0.9563158	0.3595035	-0.40116593	1.0678669	0.37739035	0.08777966	0.47271815	0.41214013	0.04062343	-0.049739007	0.29085237	-0.32655	-0.28946543	0.018735986	-0.00430805	0.23756053	0.37213224	-0.86212	0.28668606	0.10254849	-0.97881293	0.391869	0.14104745	0.10513251	0.30380514	0.66436327	-0.61617553	0.49489304	-0.27443412	-0.64238876	1.2982984	0.22420315	0.5079764	-0.25361088	-0.21738139	-0.14428374	0.13926439	-0.23019423	-0.208227	0.36015794	0.63772213	-0.343443	-0.5016116	0.2619363	0.3982719	0.7042119	0.7011326	0.6186966	0.42924646	-0.25911516	0.011776082	0.2969086	0.6478077	0.82234687	0.52154094	0.47530806	-0.7321028	0.5770829	-0.20404473	-0.44182	-0.50901926	-0.22970779	0.010437201	-0.31443053	-0.031443942	0.08211219	0.7041757	0.033733245	-0.0048392746	0.24719837	-0.08894477	0.10253239	0.35418278	0.04462668	-0.31308466	-0.2107963	-0.72462326	0.47553048	0.4397745	0.9366263	0.38205338	0.25419688	-0.64426726	-0.16586587	0.016812753	0.0069240322	0.08272937	-0.35674864	0.14242725	-0.22372471	-1.0288789	-0.22522762	0.38891977	-0.29766554	-0.61582553	-0.24971002	-0.12078126	0.124348894	0.0334216	0.32744533	-0.11368517	-0.34013698	0.58935773	-0.4663985	-0.021274822	-0.14811938	-0.22657831	-0.47330168	0.09272084	0.17761272	-0.41383734	0.016091682	0.6815035	-0.32927737	0.34189382	-0.03809754	0.38724023	0.60552657	-0.26916993	-0.051605247	0.46983537	0.398604	0.03268752	0.20336357	0.20111592	-0.024944989	-0.11861818	-0.9016551	-0.18468112	-0.29718584	-0.0032156012	0.4266578	0.013867932	-0.51274693	-0.042675763	0.2520469	0.35882315	1.140753	-0.32321253	0.84409857	0.42965233	-0.056711055	-0.5754214	0.19946551	-0.30637258	0.18589586	0.86594963	-0.036242023	-0.4009443	-0.35599008	-0.16802321	-0.080367364	0.9721806	0.22130933	-0.3653948	0.44052932	-0.29767743	0.07345424	-0.29264906	0.48673525	0.17952257	-0.5449215	-0.6420256	-0.06296574	-0.8243856	0.41229302	-0.1244726	0.25903255	0.3038638	-0.40921414	-0.39397582	-0.778877	0.19301945	-0.31747127	-0.5927472	0.5631538	0.26261032	-0.4379278	-0.18918611	0.43226984	-0.6344272	0.28602636	-0.3598603	1.2808264	-0.18755932	-0.28840336	-0.20146246	-0.081776075	-0.13971919	-0.8699568	0.82152474	0.17340234	0.994612	0.26639703	-1.0243542	0.30970582
<http://bio2rdf.org/drugbank:DB00926>	-0.39382207	-0.04005065	0.5157426	0.7136248	-0.55764437	0.54877925	-0.19415954	0.2319663	0.39292306	0.19964592	0.22942325	-0.21515867	0.4978963	-0.027541025	0.3110552	-0.086157165	-0.13988714	0.34400418	0.12454287	0.00015802866	-0.12317717	-0.05381177	0.26415512	0.30665466	-0.15554905	0.24637453	-0.43183368	0.67245835	0.29418993	0.09786135	0.09205386	0.24360882	-0.036355395	-0.14841793	0.5530896	0.040405586	0.27623257	-0.10536397	0.35757515	-0.31445733	0.13289464	0.123176135	-0.113491684	0.072903834	0.15679835	-0.3988791	-0.31263173	0.01569221	0.042286146	0.2036415	0.17301652	0.43387002	0.19730137	-0.0812654	0.34898806	-0.091715395	0.24610408	-0.3875652	-0.016965145	0.20514664	-0.28302166	-0.05515257	0.09433839	0.20020653	0.19081935	-0.34866542	-0.32016286	0.06267412	-0.33193985	0.15274718	0.005560929	-0.22756423	0.50185835	0.25809136	-0.06359513	0.35841733	0.39463443	-0.15170224	-0.2718204	0.00055358995	-0.0062498925	0.4067289	0.19304831	0.3352194	-0.020035898	0.18658148	0.08825072	-0.43085545	0.07313258	0.36762327	0.28294227	-0.36342308	0.21771252	0.10982076	-0.028069206	-0.32058492	0.24319589	0.028503817	-0.17965661	0.14723104	-0.23067333	-0.18169476	0.15930173	0.065682076	-0.05256628	0.07425028	0.31836042	-0.12343915	-0.26767433	0.25472376	0.17620902	-0.1013891	-0.19551435	0.1858272	-0.25204262	-0.25224158	0.3028016	0.08523173	-0.3181777	-0.2955277	0.08693674	0.4449401	-0.18313383	-0.36605507	0.30216733	0.04461359	0.029373033	-0.1017068	0.2391543	-0.25704744	0.5193857	-0.5952825	0.21432675	0.1989752	0.02369729	0.1200381	0.06643085	-0.09503135	-0.14208548	0.033594668	-0.13389143	0.5497644	0.08078094	0.16931787	-0.10731454	-0.227724	-0.47052604	0.59274673	-0.03885429	-0.18060096	0.41620666	0.0924079	0.055927433	-0.22770464	-0.14617983	-0.107244074	0.19311291	-0.26592404	0.12909803	-0.18685026	-0.06888305	0.19811538	-0.1379979	0.24185339	-0.023050098	0.20269151	0.14237101	-0.06526925	-0.35420564	0.18718572	0.25014833	-0.35563505	0.090659015	-0.2784421	-0.091558866	-0.20518832	0.06308148	0.11029403	-0.30434516	-0.17834137	0.5202222	0.6513213	-0.46144286	0.22072326	-0.38116458	-0.26743224	-0.09464799	0.22024877	-0.010428779	0.050219215	0.006862347	-0.1620309	0.001665103	-0.28079206	0.3949781	0.07071787	-0.009775235	0.14702971	-0.47106183	0.15004611
<http://bio2rdf.org/drugbank:DB01276>	-0.2755961	0.08594107	0.21190593	0.6986183	-0.28557637	0.1635372	-0.27843386	0.43362337	0.3189354	0.118657224	0.040975716	-0.2823457	0.55695015	-0.029386261	0.32167602	-0.041404042	-0.3249894	0.71259224	-0.043086603	0.022297729	-0.17413932	-0.027377684	0.034789372	0.29321548	-0.08662417	0.18851748	-0.4155125	0.5784129	-0.18286705	-0.08260306	-0.05598313	0.10620233	-0.096931174	-0.021304723	0.44544363	-0.19912429	0.34092543	-0.1553898	-0.15712222	-0.2833864	-0.03561232	-0.054544188	-0.023359923	0.18900901	0.14745875	-0.48429453	-0.06811199	-0.15392964	-0.106222086	0.19739418	0.23446016	0.19871432	0.19469017	-0.054608937	0.15134104	-0.061739728	0.23943505	-0.049913824	0.10828525	0.27157217	0.07410668	-0.018439265	0.14884663	0.2093724	0.15692146	0.0026276072	-0.076669626	-0.063040406	-0.1500075	0.12135534	-0.2446488	-0.024565652	0.19693696	0.10009459	0.049906414	0.2574986	0.31907928	-0.15966626	-0.39554787	-0.08668212	-0.31123987	0.40466353	0.23913665	0.14642175	0.10966884	-0.12181148	-0.07695123	-0.25363195	-0.11746492	0.25085625	0.2961757	-0.22447969	0.3703418	-0.009413745	-0.3411408	-0.27772075	0.4606776	-0.19511479	-0.009304824	-0.017300846	-0.15090245	0.12533559	-0.025084551	0.11722657	-0.070701875	0.1229498	0.19571403	0.00019296883	-0.20756768	0.14176701	-0.057844818	-0.03493719	-0.0331294	-0.0067629204	-0.104856715	-0.032716013	0.29203734	-0.20276465	-0.17575885	0.07958445	-0.17198446	0.16201137	-0.27320048	0.0069991183	-0.057923213	0.026466133	0.04463307	-0.17555314	-0.0047105122	-0.30826727	0.38051805	-0.19848004	0.3248362	0.17440155	0.034232758	-0.07147426	0.09657126	-0.18477613	-0.019307356	-0.038963683	0.13843404	0.29861847	-0.030917758	0.16369484	-0.08064492	0.09622668	-0.011100701	0.31986693	-0.110925764	0.020739445	0.3790779	0.13964865	0.023414763	-0.012373438	-0.12236099	-0.052945547	0.4274212	-0.15716806	-0.18936458	0.21321894	-0.14786747	0.15907568	-0.0971374	0.17040938	-0.099711515	0.13987786	-0.043132465	-0.18439728	-0.2293604	0.014105053	0.10182862	-0.3020812	0.022173274	-0.008935282	-0.20059091	0.14111952	0.098860614	0.21954559	-0.26572302	0.05573819	0.31699815	0.23981209	-0.24669605	0.25197536	-0.104577884	0.08557248	-0.37869456	0.2926669	0.045859735	0.004993037	-0.10208494	-0.027340347	0.020816566	-0.18650737	0.09308257	0.06338973	-0.026934449	0.30472407	-0.1376093	0.036544777
<http://bio2rdf.org/drugbank:DB00973>	-0.5928294	-0.13102902	0.37498826	0.8984801	-0.38099346	0.43354815	-0.36010116	0.5364506	0.4301323	0.29629898	0.2485681	-0.31345674	0.7896286	-0.35979426	0.42308164	-0.07022199	-0.4291176	0.453071	0.080573305	0.13468695	-0.06188853	0.07135498	0.20576276	0.25671715	-0.22917905	0.49225375	-0.6692603	0.4240806	0.0061507793	0.16619807	-0.04526812	0.057782788	-0.08469871	-0.20931162	0.5104206	-0.2534538	0.099037096	-0.022419553	0.22199675	-0.083618164	0.35169765	0.3761024	-0.077110074	0.34815708	0.1429644	-0.3587932	-0.17986682	0.01750351	0.061062552	0.1958258	0.4307585	0.38694888	0.40226182	-0.16590321	0.26413807	-0.004977844	0.28396055	-0.08482837	0.06961712	0.16544068	-0.041400824	-0.29376057	0.17683028	0.16362363	0.32998976	-0.3505933	-0.19317725	0.025291301	-0.139603	0.08951092	0.0041550556	-0.13084157	0.4209515	0.14661972	0.062480997	0.41296917	0.46447456	0.0040981863	-0.60835904	-0.30298957	-0.35162997	0.33063436	-0.14652273	0.34642962	-0.08773441	-0.1149305	0.16771528	-0.51607907	0.079864666	0.2651252	0.39819625	-0.40330753	0.29728293	0.3833932	-0.21726625	-0.31909996	0.30897763	-0.35211062	0.008546469	-0.0021050337	-0.34729987	-0.1674838	-0.03615222	0.08034441	-0.010520797	0.16233563	0.45044014	-0.0628174	-0.3456882	0.21408129	0.2588879	0.09180532	-0.46279073	0.08365545	-0.18693368	-0.29134017	0.15093914	0.055515047	-0.34547105	-0.1812449	-0.16493261	0.32429388	-0.31459585	-0.29131925	-0.032404207	0.11964516	0.20838507	-0.121629834	0.2730838	-0.31068158	0.41718873	-0.5317089	0.4945922	0.37136462	-0.079213366	0.03727082	0.09108839	-0.077102065	-0.16813004	-0.08898127	0.15410456	0.3286491	-0.08907063	0.3901633	-0.05727865	0.017968781	-0.1550374	0.38963193	0.11268601	0.12780511	0.4808834	-0.0022532372	0.3558826	-0.16863349	-0.11469812	-0.030144852	0.31190205	-0.45727345	0.043300778	0.009568638	-0.2307412	0.46887073	-0.25973016	0.10572121	-0.24674529	0.37582126	0.07988095	-0.20386729	-0.379409	0.2556855	0.20767216	-0.42464063	-0.07704774	0.033040855	-0.023468437	0.16255598	0.027240174	0.0047262907	-0.2311669	0.014932819	0.60672563	0.7264774	-0.24511354	0.2931859	-0.340823	-0.15874858	-0.32812992	0.31018585	0.16510653	-0.06670084	-0.042141993	-0.32931665	0.06110422	-0.14014596	0.104141116	0.19381106	-0.12331562	0.13781057	-0.2644318	0.054424316
<http://bio2rdf.org/drugbank:DB00426>	-0.62437844	-0.09635472	0.22123432	0.7558591	-0.6222386	0.63620573	-0.30537033	0.5192829	0.4093618	0.1439922	0.043376606	-0.24425209	0.7968195	-0.21425368	0.23781729	0.023179693	-0.39175412	0.7796712	-0.015702765	0.11012208	-0.35830382	8.921029e-05	0.31998512	0.40532178	-0.33273008	0.3782228	-0.6655892	0.61948484	-0.076755196	0.26112312	-0.14189798	0.100357376	-0.009370958	0.004772163	0.5503976	-0.2978302	0.2102474	0.016599484	0.2593149	-0.13483831	0.10569569	0.045098945	-0.16397634	0.05334266	-0.15082121	-0.6196334	0.05539788	0.060037654	-0.26079875	0.40049335	0.41645032	0.5545381	0.20113616	-0.18021812	0.45619965	0.014424538	0.26491436	-0.04157193	-0.0151287615	0.20641387	-0.18957926	-0.20002988	0.21063319	0.42821214	0.18579498	-0.22818792	-0.11372786	-0.039994992	-0.173241	-0.018755505	-0.11418449	-0.2300783	0.47282964	0.31267425	0.2041246	0.41549963	0.41704276	0.014049053	-0.4778896	-0.108158305	-0.3719977	0.24915351	0.0970228	0.27678716	-0.2613756	-0.23317763	0.0347516	-0.40279722	-0.22957866	0.17465964	0.20526198	-0.6015185	0.25964293	0.14583017	-0.17450397	-0.44113147	0.31885198	-0.30345458	0.30239907	0.13063504	-0.44124952	-0.17470104	0.21326853	0.19530626	-0.19083838	0.15033084	0.12861708	-0.31027144	-0.23223566	0.2273136	0.043993913	-0.17693968	-0.34281662	0.12115916	-0.28767467	0.11188414	0.19533785	-0.06059447	-0.21730302	-0.010026061	0.03986834	0.23068985	-0.47111475	0.19469471	0.29350716	0.018698435	0.34203908	-0.021486752	0.1980242	-0.22018869	0.5797617	-0.53963363	0.28660965	0.10388905	-0.05320437	0.0016799805	0.0031580532	-0.09400089	-0.32628486	0.0070279436	0.15415193	0.39004368	-0.12709987	0.086827524	-0.4210932	-0.1746491	-0.27901885	0.31692058	-0.19733551	-0.083624735	0.57003486	0.06433214	0.29311386	0.06420221	-0.16020171	-0.38618758	0.46589628	-0.234282	0.08097796	-0.19251144	-0.028025774	0.39572376	-0.17836186	0.13687705	-0.20793398	0.3446324	0.12541743	-0.270362	-0.3209641	0.15520452	0.05856809	-0.36379892	0.13177131	-0.09130148	-0.21313408	0.09893317	-0.07134143	0.0859832	-0.23860258	-0.014996298	0.28540722	0.45413265	-0.3639436	0.30861974	-0.12491792	0.054348163	-0.19431297	0.24041058	0.21973826	-0.020155037	-0.08044963	-0.2203053	0.17745875	-0.1776145	0.048758585	0.2496183	0.06665796	0.47531494	-0.27167353	0.24588966
<http://bio2rdf.org/drugbank:DB04854>	-0.38139677	0.029408768	0.29901043	-0.0024105657	-0.19785354	0.79842585	-0.9299569	0.101207964	0.17472306	0.018089576	0.23605397	-0.1557893	0.581285	-0.44153932	0.5549513	-0.3635687	0.007377932	0.42124662	-0.26991057	0.15389825	-0.18198341	0.18146122	0.28034627	0.22699545	0.15174918	-0.19793876	-0.44827002	0.26579767	-0.33955476	-0.14874004	0.0025890705	-0.15014224	0.031031677	0.029182801	0.35944486	-0.4876951	-0.29031602	0.09019989	-0.39451206	0.12786059	-0.07526954	0.04826696	0.03151738	0.062680855	0.40444088	-0.69400364	-0.36690995	-0.5293515	0.21334712	0.13504323	0.44061252	0.48526433	-0.3089909	0.34114698	0.011874729	0.3233774	0.54997975	-0.47663713	0.4633127	0.14601602	0.071723536	0.6779979	0.53060985	-0.09789115	-0.04162535	0.18987261	0.04453462	-0.13914908	-0.16912639	0.041109845	-0.4129993	-0.6758796	-0.15821615	-0.05466756	-0.51551956	-0.46926814	0.23035097	-0.7386583	-0.05903736	0.21456124	-0.44591036	0.28618237	0.13366199	-0.19330013	0.5931234	0.06296488	-0.635567	-0.49006155	0.3297525	-0.081054226	0.3690796	-0.15786682	0.13684155	-0.21594709	-0.058579016	0.030647548	0.52605027	-0.15815061	-0.48226848	-0.007852293	0.29515678	-0.5861914	-0.13776337	-0.4738028	-0.050772376	0.1571786	-0.10100414	0.16206281	-0.3345818	0.20927301	-0.36276734	0.23693354	0.07552801	-0.00760223	-0.06624253	-0.053683892	0.24147545	-0.22989678	-0.46489325	-0.07722612	0.09398187	-0.35159215	-0.6637967	0.17280218	0.73562324	-0.16586745	-0.35863906	0.048311964	0.027987482	-0.34020272	0.13025075	0.00980588	0.065007366	0.26188582	0.08424813	0.13726382	0.6195409	-0.3863571	-0.32914153	0.5486037	-0.17577831	0.0488147	0.04581053	0.8674194	-0.9556828	-0.5188374	-0.6077777	0.4286399	-0.66023284	1.1772997	1.1408579	0.46581385	-0.18354349	0.061081726	-0.6131112	-0.03233626	1.065212	0.40376654	-0.8293777	0.61308396	0.2751517	-0.10890114	-0.3958925	0.28292295	-0.05210983	0.4825978	0.3328594	-0.09083737	-0.43587923	0.15870705	-0.31480286	-0.06498873	0.37237155	-0.49444887	-0.14941028	-0.19547217	-0.4159233	0.5627995	-0.37750605	-0.46363556	0.5349195	0.008837537	-0.19477558	0.61657137	-0.17923062	0.41710705	0.37854424	0.10222978	-0.24730296	-0.4086737	0.15970899	-0.15923688	0.4631346	-0.647332	-0.022169748	-0.07520627	0.12738581	0.16218166	-0.27088824	0.47170827
<http://bio2rdf.org/drugbank:DB00949>	-0.43033376	0.43977806	0.7790457	0.50175285	-0.6268765	0.28458866	-0.69184434	0.08064808	0.775534	-0.19021916	-0.31606844	-0.16569917	0.33723032	-0.8126398	0.4987384	0.019771416	0.36727202	0.20547046	-0.19242218	0.10820369	0.79394776	0.06438763	0.2655089	1.2094203	-0.5794872	0.6833682	0.21347184	0.014507335	0.4900314	0.12219248	-0.79369056	0.5516684	-0.4097118	-0.48308685	0.7124012	-0.19637686	0.090690725	-0.24601024	0.25395888	-0.03976949	-0.49285853	-0.2698762	0.5766062	0.2126958	0.23737307	-0.63704044	-1.1329327	-0.22669236	-0.16356055	-0.052177824	0.18762448	0.053209636	0.06610942	0.05242558	0.8155799	-0.0890718	0.37110826	-0.016813127	0.8913314	0.2451522	0.44537434	-0.4131673	0.5532092	0.100764684	0.17598788	0.4770069	0.25108716	-0.6325524	-0.50920975	0.092777826	0.11339157	0.30625445	0.17999034	0.7948212	-0.42016047	-0.19277127	0.7868095	-1.1132772	-0.042422205	0.13178127	-0.3018797	0.9017321	0.27596915	0.38319856	-0.4103114	-0.25764486	-0.36227962	-0.32724795	0.22997983	-0.1763346	0.30799833	-0.63227814	0.42501542	-0.42323923	-0.18811655	0.013118065	0.86425644	-0.32404113	-0.51973915	-0.38099173	0.34416744	0.5803542	0.31803045	0.45349425	-0.2639584	-0.45694494	0.2880938	-0.09371133	-0.20711488	0.19872372	-0.284646	0.19754885	0.08859997	0.32276815	-0.13144808	-0.15810938	0.3918375	-0.792386	-0.24176194	0.07785254	0.51774967	0.44685206	-0.6750461	0.13817066	0.26053885	0.41969907	-0.27989587	-0.0530565	-0.23326945	-0.23838858	0.76035726	-0.52871037	0.18955503	0.30875728	-0.25818208	0.19636288	0.067798704	-0.39516926	-0.48486915	0.018497739	-0.37034038	0.24616738	-0.23268749	0.30851302	0.2005524	0.24837212	-0.9799151	1.0468825	-0.07320751	0.6203901	0.93360364	0.05419301	-0.27308327	0.618441	0.19305576	-0.55898947	0.5663523	0.787411	0.024043117	0.6075167	0.19880523	0.3845528	-0.1465052	-0.5259549	0.6873698	-0.014208028	0.11908701	-0.72311646	-0.06047286	0.13113803	-0.2971224	-0.4662414	-0.34441116	-0.29999307	-0.56818426	0.40914968	-0.11469724	0.514886	-0.26280782	0.5129404	1.7958894	0.18636413	0.18573773	0.78105134	-0.9476355	0.1231165	-0.4394646	0.86994153	-0.32818386	-0.5230228	-0.32609037	-0.38717288	0.65572095	-0.44908577	0.98306483	-0.0864911	0.21044123	0.8204659	0.09571791	0.5111458
<http://bio2rdf.org/drugbank:DB00093>	-0.20416589	-0.01169872	0.2759738	0.7305397	-0.338339	0.39177707	-0.06894612	0.3207187	0.30876377	0.081986226	0.119964726	-0.19861986	0.56858915	0.15976943	0.44288117	-0.1287604	-0.3127841	0.50838375	-0.07925287	-0.045002103	-0.19717701	0.0017593858	0.22408709	0.32363302	-0.078080945	0.09267469	-0.3208279	0.5282366	0.21665028	0.1211086	-0.039194386	0.19454128	-0.10599371	-0.08804982	0.34018323	-0.027988221	0.36369246	-0.058622144	0.1581425	-0.3944044	0.1112674	-0.02889791	-0.055421513	0.16296948	0.2221273	-0.49071333	-0.25675118	-0.13690157	0.10018514	0.3490479	0.19759631	0.16213408	0.19022717	-0.004288994	0.2811132	-0.18901606	0.24937694	-0.20663439	0.030712117	0.08456038	-0.3028115	-0.024008414	0.086011015	0.14631088	0.24073827	-0.21135409	-0.14216949	0.09279573	-0.3711438	0.1762796	-0.11678996	-0.28912956	0.43133494	0.18269378	-0.2175372	0.1279406	0.40026337	-0.24056289	-0.16113481	-0.1011192	-0.09113082	0.48064882	0.23308258	0.24199356	-0.04383971	0.07386864	0.027756339	-0.23986435	0.04893984	0.21154875	0.28141677	-0.3458475	0.21120995	0.008827957	-0.13128686	-0.2757573	0.19454905	-0.09537737	-0.25437248	0.029301114	-0.017452504	-0.08276515	0.08758524	0.041047953	-0.18887039	0.18749367	0.17116717	-0.20151071	-0.124127924	0.13595264	-0.02092398	-0.09408391	-0.02259972	-0.0030170488	-0.17309663	-0.18795829	0.2534314	-0.07251183	-0.17259942	-0.116104186	-0.06375076	0.13024348	-0.25766245	-0.0742064	0.034526277	0.11287223	0.13552481	-0.14090788	0.14205442	-0.33631256	0.34488064	-0.3359449	0.04100808	0.1055028	-0.013231564	0.11670666	-0.06443599	-0.15567441	-0.1099122	-0.070193976	-0.0024915824	0.26440424	0.083679214	0.27817857	-0.04327357	-0.17788215	-0.29049042	0.39902645	-0.14221892	0.06483682	0.25839427	0.04132379	-0.0117040435	-0.070031084	-0.16184641	-0.12868547	0.38030985	-0.16028644	-0.057368025	-0.01240628	-0.102893814	0.0054076645	-0.09456276	0.08725913	-0.15945214	0.31804237	0.13356663	-0.10002576	-0.27758986	0.060180746	0.21516037	-0.35411862	-0.04014288	-0.06363062	-0.116506025	-0.04808431	-0.021560708	0.037862606	-0.038809918	-0.11989415	0.42435545	0.3637684	-0.33245936	0.35921142	-0.0667011	-0.0063079894	-0.24088249	0.37604147	-0.0058129854	-0.026017686	-0.25082037	-0.11385522	-0.11340091	-0.40159622	0.1302551	0.08083105	-0.077522926	0.103699476	-0.36756042	0.19761138
